what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395134281
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395145640
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259395146749
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395150515
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1259395154156
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395158640
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259395158734
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259395158781
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395161249
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395168124
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1259395170562
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1259395188562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395190312
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395190312
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395190421
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395211577
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259395214640
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395218921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395223249
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395230187
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1259395238640
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395270390
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395277390
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1259395279327
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395280890
