what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259395730359
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259395730421
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395731031
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395731031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395731109
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395734749
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1259395737609
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1259395760234
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259395766062
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395773671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395783562
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.saveAs,1259395783577
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395787171
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395835437
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395835906
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395835921
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395836015
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395842140
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259395848687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395894999
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.showInformation,1259395895015
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1259395899515
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259395909577
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1259395912687
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1259395921609
